Item,Source,Area,EqDiameter,MinFeret,MaxFeret,MaxFeret90,Perimeter,Red,Green,Blue,MeanIntensity,SumIntensity,MinIntensity,MaxIntensity,MeanBrightness,SumBrightness,MeanDensity,SumDensity,Channel,CenterX,CenterY,ShapeFactor,Roughness,ND.T,ND.Z,ND.M,Comment
297,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.01,10.59,10.04,11.94,10.18,34.52,25174.26,16525.82,0,25174.26,192507598,18879,34244,38.41,293747.77,0.42,3199.1,Green,503.7,520.34,0.949,1.017,N/A,N/A,N/A,
298,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.17,8.97,8.64,9.88,9.08,28.89,25018.06,19108.9,0,19108.9,104487461,9405,54439,29.16,159437.65,0.57,3093.99,Blue,503.68,520.19,0.97,1.001,N/A,N/A,N/A,
299,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,201.55,16.02,15.27,19.57,16.02,55.4,26952.21,8162.41,0,26952.21,468860649,16852,35796,41.13,715435.49,0.39,6793.77,Green,577.48,463.19,0.844,1.008,N/A,N/A,N/A,
300,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,107.34,11.69,11.17,13.5,11.31,37.81,27258.73,9718.06,0,9718.06,90319667,5633,19095,14.83,137818.98,0.84,7798.48,Blue,577.21,463.05,0.957,1.006,N/A,N/A,N/A,
301,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,130.63,12.9,12.6,14.43,13.12,42.11,26219.58,13011.42,0,26219.58,295730688,19851,34851,40.01,451256.1,0.4,4516.11,Green,582.3,417.64,0.941,1.005,N/A,N/A,N/A,
302,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.55,11.14,10.67,12.31,10.68,35.69,25988.29,14400.45,0,14400.45,121741399,8272,38204,21.97,185765.47,0.67,5699.8,Blue,582.5,417.44,0.976,1,N/A,N/A,N/A,
303,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,94.76,10.98,9.83,12.27,10.6,35.36,20694.66,13191.36,0,20694.66,169923855,14295,28096,31.58,259287.18,0.51,4150.48,Green,630.94,461.69,0.962,1.015,N/A,N/A,N/A,
304,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.4,9.6,8.45,11.21,8.6,31.21,20490.24,14623.52,0,14623.52,92055027,6923,39128,22.31,140466.97,0.67,4245.21,Blue,631.07,461.86,0.949,1.006,N/A,N/A,N/A,
305,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,168.34,14.64,13.71,17.25,14.1,48.34,27819.35,11150.27,0,27819.35,405661747,17237,43636,42.45,619000.15,0.38,5500.81,Green,621.28,500.33,0.915,1.013,N/A,N/A,N/A,
306,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,103.33,11.47,9.71,14.65,10.1,38.09,26551.05,13568.08,0,13568.08,121108678,7572,35936,20.7,184800,0.7,6248.56,Blue,622.07,500.98,0.908,1.006,N/A,N/A,N/A,
307,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,123.96,12.56,12.24,13.79,12.75,40.15,31567.94,12811.65,0,31567.94,338660881,23526,47516,48.17,516763.38,0.32,3437.1,Green,554.67,482.86,0.977,1.013,N/A,N/A,N/A,
308,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.75,10.51,10.37,11.3,10.71,33.67,30968.72,14041.37,0,14041.37,105801708,7939,25646,21.43,161443.06,0.68,5104.43,Blue,554.59,482.54,0.975,1.012,N/A,N/A,N/A,
309,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.82,8.94,7.86,10.88,7.89,29.13,21789.8,16590.04,0,21789.8,118667254,18489,25842,33.25,181074.62,0.48,2609.33,Green,579.6,484.9,0.946,1.013,N/A,N/A,N/A,
310,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.25,8.9,8.22,10.18,8.43,28.77,21732.59,16589.29,0,16589.29,90030101,8643,30684,25.31,137377.13,0.6,3282.92,Blue,579.57,484.88,0.965,1.005,N/A,N/A,N/A,
311,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,84.03,10.34,9.84,11.62,10.62,34.4,20953.69,13588.28,0,20953.69,153171482,15360,25230,31.97,233724.7,0.5,3632.57,Green,629.88,509.13,0.921,1.004,N/A,N/A,N/A,
312,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.92,9.02,8.28,10.26,8.34,29.04,21576.46,15100.86,0,15100.86,84217500,7612,30947,23.04,128507.67,0.65,3637.18,Blue,629.9,509.38,0.968,1.006,N/A,N/A,N/A,
313,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.04,10.65,9.35,12.98,9.95,34.77,40383.51,23233.7,0,40383.51,310629924,21996,53263,61.62,473990.88,0.21,1652.49,Green,468.07,478.98,0.939,1.022,N/A,N/A,N/A,
314,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.32,8.84,7.86,10.29,8.14,28.99,41942.69,27428.62,0,27428.62,146605982,9356,65535,41.85,223707.05,0.4,2155.44,Blue,468.06,479.15,0.933,1,N/A,N/A,N/A,
315,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.3,12.06,10.65,14.37,10.97,39.2,26008.59,14124.22,0,26008.59,257407048,17777,41370,39.69,392777.98,0.41,4014.14,Green,449.15,486.74,0.943,1.006,N/A,N/A,N/A,
316,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,93.31,10.9,10.24,12.18,10.27,35.27,26002.85,15294.35,0,15294.35,123104196,8448,50092,23.34,187844.96,0.65,5209.03,Blue,448.91,486.78,0.957,1.01,N/A,N/A,N/A,
317,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.68,11.43,10.28,13.8,10.9,37.46,31474.16,18678.18,0,31474.16,280182994,20709,49705,48.03,427531.84,0.32,2891.44,Green,461.76,506.41,0.935,1.023,N/A,N/A,N/A,
318,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.13,10.04,9.47,11.6,9.7,32.3,30673.42,19585.03,0,19585.03,134392464,10881,40234,29.88,205069.76,0.54,3673.06,Blue,461.56,506.29,0.968,1.011,N/A,N/A,N/A,
319,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.35,9.33,8.33,10.65,8.81,30.08,36021.83,22001.36,0,36021.83,213969667,24188,43350,54.97,326496.78,0.26,1557.42,Green,438.74,497.15,0.966,1,N/A,N/A,N/A,
320,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,47.37,7.77,7.45,8.99,7.59,25.01,37184.53,25568.45,0,25568.45,106185767,12716,50420,39.01,162029.09,0.42,1742.92,Blue,438.67,496.74,0.973,1.011,N/A,N/A,N/A,
321,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90.92,10.76,9.53,13.71,9.78,35.44,33167.93,18303.01,0,33167.93,261894008,23547,39526,50.61,399624.64,0.3,2345.47,Green,454.59,547.04,0.921,1,N/A,N/A,N/A,
322,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,71.35,9.53,8.28,12.22,8.54,31.45,33815.07,19885.65,0,19885.65,122813770,10496,34849,30.34,187401.8,0.53,3245.95,Blue,454.65,546.88,0.92,1.012,N/A,N/A,N/A,
323,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,103.53,11.48,10.53,13.12,10.64,37.16,32725.65,18299.98,0,32725.65,293058239,23857,46521,49.94,447178.21,0.3,2730.65,Green,443.47,550.35,0.955,1,N/A,N/A,N/A,
324,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.42,9.86,9.01,11.37,9.09,31.93,33047.86,19909.12,0,19909.12,132753988,11229,47921,30.38,202569.6,0.53,3525.75,Blue,443.71,550.83,0.958,1.002,N/A,N/A,N/A,
325,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,121.35,12.43,12.33,13.87,12.57,40.13,43092.55,17517.58,0,43092.55,452040840,26455,55145,65.76,689770.11,0.18,1935.36,Green,446.54,560.79,0.958,1.01,N/A,N/A,N/A,
326,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,60.18,8.75,8,10.07,8.24,28.41,43907.9,23103.92,0,23103.92,120879726,13199,57409,35.25,184450.64,0.47,2446.78,Blue,446.05,560.54,0.954,1.012,N/A,N/A,N/A,
327,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,108.51,11.75,9.96,14.24,10.75,38.68,28565.29,13240.21,0,28565.29,268685085,20269,37320,43.59,409987.16,0.36,3431.17,Green,418.82,547.48,0.926,1,N/A,N/A,N/A,
328,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.42,10.49,8.67,13.16,9.11,34.6,29983.89,14328.47,0,14328.47,107879022,8759,26137,21.86,164612.84,0.67,5035.62,Blue,418.37,547.29,0.922,1.003,N/A,N/A,N/A,
329,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,101.06,11.34,10.39,12.45,11.7,36.44,32249.6,16483.25,0,32249.6,282184019,21797,36711,49.21,430585.21,0.31,2703.07,Green,404.58,526.74,0.972,1.006,N/A,N/A,N/A,
330,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.45,9.99,9.61,11.06,9.81,32.02,32808.28,18213.06,0,18213.06,124231290,9405,33202,27.79,189564.8,0.57,3867.52,Blue,404.65,526.87,0.976,1.012,N/A,N/A,N/A,
331,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.57,11.59,10.76,13.71,10.9,37.45,27393.22,15301.83,0,27393.22,250921897,21158,34563,41.8,382882.27,0.38,3482.47,Green,418.93,519.51,0.959,1.011,N/A,N/A,N/A,
332,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,70.32,9.46,9.32,10.33,9.67,30.26,27512.11,16865.71,0,16865.71,103572327,10978,34349,25.74,158041.24,0.6,3680.79,Blue,418.16,519.33,0.98,1,N/A,N/A,N/A,
333,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,113.39,12.02,11.04,13.33,12.13,38.61,34779.99,18235.72,0,34779.99,341435191,20120,44791,53.07,520996.71,0.28,2760.82,Green,410.36,510.08,0.966,1,N/A,N/A,N/A,
334,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,84.61,10.38,10.16,10.96,10.77,33.14,35588.87,19224.31,0,19224.31,141183332,9770,47047,29.33,215431.96,0.55,4028.63,Blue,410.73,510.38,0.981,1.007,N/A,N/A,N/A,
335,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.16,10.59,9.08,12.8,9.58,34.64,40607.46,27022.5,0,40607.46,310850096,28842,50849,61.96,474326.84,0.21,1606.65,Green,389.41,558.48,0.934,1,N/A,N/A,N/A,
336,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.69,9.22,8.24,11.42,8.33,30.04,41243.68,28127.22,0,28127.22,164037927,13649,54848,42.92,250305.83,0.38,2244.62,Blue,389.51,558.55,0.945,1.008,N/A,N/A,N/A,
337,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.79,9.82,7.97,13.1,8.01,32.89,37080.49,25619.55,0,37080.49,245176193,27003,47587,56.58,374114.89,0.25,1647.73,Green,362.66,569.9,0.897,1.001,N/A,N/A,N/A,
338,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.89,9.3,8.43,11.38,8.58,30.25,37133.79,26888.3,0,26888.3,158452746,16027,57016,41.03,241783.39,0.39,2322.68,Blue,362.78,570.02,0.945,1.01,N/A,N/A,N/A,
339,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.06,11.29,8.61,15.22,8.62,38.03,36435.04,18708.29,0,36435.04,317057700,21507,56297,55.6,483799.04,0.26,2263.15,Green,375.2,536.14,0.881,1.008,N/A,N/A,N/A,
340,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.7,9.69,8.21,12.18,8.21,31.92,36151.62,21582.18,0,21582.18,138320162,11481,44536,32.93,211063.04,0.49,3153.36,Blue,375.12,536.52,0.926,1.003,N/A,N/A,N/A,
341,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,84.25,10.36,8.84,13.05,8.88,33.76,39130.11,24076.85,0,39130.11,285845458,26572,58116,59.71,436172.21,0.23,1672.66,Green,342.32,557.07,0.941,1.003,N/A,N/A,N/A,
342,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.53,8.92,8.05,10.34,8.08,28.64,39364.57,26917.9,0,26917.9,146433367,16114,65535,41.07,223443,0.4,2176.56,Blue,342.34,556.86,0.974,1.005,N/A,N/A,N/A,
343,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,95.07,11,9.37,13.37,9.66,36.02,46176.82,24215.66,0,46176.82,382297890,34222,63295,70.46,583349.19,0.15,1275.74,Green,348.33,517.65,0.933,1.004,N/A,N/A,N/A,
344,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.66,9.35,8.73,10.87,8.85,30.31,46708.86,27352.84,0,27352.84,162448539,13593,47150,41.74,247880.58,0.39,2296.62,Blue,348.35,517.77,0.955,1.009,N/A,N/A,N/A,
345,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90.94,10.76,9.86,12.38,10.31,34.76,34248.01,17028.56,0,34248.01,269942792,23330,49216,52.26,411906.3,0.29,2250.31,Green,361.97,493.56,0.958,1.009,N/A,N/A,N/A,
346,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.12,9.18,8.65,10,8.93,29.34,34246.3,19455.4,0,19455.4,111849086,10269,49193,29.69,170670.77,0.54,3108.68,Blue,361.77,493.42,0.98,1.004,N/A,N/A,N/A,
347,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,113.44,12.02,11.69,13.33,12.51,38.97,34443.48,17347.1,0,34443.48,338407234,21248,43547,52.56,516376.34,0.28,2787.29,Green,377.22,476.86,0.953,1.003,N/A,N/A,N/A,
348,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.83,9.89,8.42,12.17,8.75,32.79,34413.8,20457.86,0,20457.86,136965385,9889,48234,31.22,208995.78,0.52,3505.15,Blue,376.54,476.85,0.922,1,N/A,N/A,N/A,
349,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90,10.7,10.82,11.56,11.13,34.42,31624.77,16924.73,0,31624.77,247400591,21101,39812,48.26,377509.1,0.32,2497.69,Green,388.71,489.36,0.968,1.012,N/A,N/A,N/A,
350,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,60.28,8.76,7.86,10.34,7.91,28.33,31422.12,19201.56,0,19201.56,100846606,10587,36026,29.3,153882.06,0.54,2837.82,Blue,388.21,490.02,0.96,1.004,N/A,N/A,N/A,
351,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.03,10.77,9.01,13.87,9.26,35.75,56055,26016.76,0,56055,444235860,28321,65535,85.54,677874.02,0.08,604.09,Green,360.78,477.15,0.91,1.01,N/A,N/A,N/A,
352,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.27,8.98,8.31,9.9,8.42,28.8,60829.22,31411.19,0,31411.19,173232725,13369,65535,47.93,264336.64,0.34,1862.08,Blue,360.1,477.83,0.976,1,N/A,N/A,N/A,
353,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.72,12.09,10.86,14.46,11.89,39.44,34302.13,16753.74,0,34302.13,341546324,21181,45661,52.34,521166.28,0.28,2837.08,Green,353.88,451.98,0.94,1.007,N/A,N/A,N/A,
354,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,77.52,9.94,8.75,11.69,8.78,32.19,35469.22,19883.19,0,19883.19,134310924,9828,47588,30.34,204945.33,0.53,3594.42,Blue,353.27,452.13,0.953,1.017,N/A,N/A,N/A,
355,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.35,11.96,11.76,12.86,12.44,38.36,33970.81,15421.48,0,33970.81,330807717,19235,44194,51.84,504780.22,0.29,2812.56,Green,387.34,458.64,0.973,1.004,N/A,N/A,N/A,
356,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.74,10.51,10.14,11.64,10.63,33.67,34032.71,17002.04,0,17002.04,128042327,7607,41883,25.94,195380.07,0.6,4544.68,Blue,387.43,458.3,0.973,1.01,N/A,N/A,N/A,
357,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,136.12,13.16,12.67,14.66,12.89,42.24,23791.29,10069.16,0,23791.29,281022727,14375,45910,36.3,428813.19,0.45,5340.28,Green,439.24,429.7,0.97,1.006,N/A,N/A,N/A,
358,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.28,11.13,10.77,11.98,11.59,35.57,23689.72,11139.41,0,11139.41,94105721,6866,30476,17,143596.13,0.78,6601.71,Blue,439.18,429.87,0.978,1.004,N/A,N/A,N/A,
359,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.91,10.09,9.61,11.18,10.49,32.67,39828.24,16998.84,0,39828.24,277523190,21518,48993,60.77,423473.24,0.22,1530.51,Green,435.65,457.43,0.958,1.011,N/A,N/A,N/A,
360,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,56.94,8.51,8,9.66,8.08,27.3,41388.56,19800.51,0,19800.51,98467913,8486,47498,30.21,150252.4,0.54,2676.27,Blue,435.54,457.55,0.978,1.003,N/A,N/A,N/A,
361,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,106.97,11.67,8.76,16.76,8.8,41.29,47331.61,18955.34,0,47331.61,439095382,32546,61615,72.22,670016.6,0.14,1331.92,Green,294.84,524.53,0.811,1.005,N/A,N/A,N/A,
362,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.59,9.68,7.3,13.39,7.5,33.18,47413.62,21856.25,0,21856.25,140360834,10371,51233,33.35,214176.9,0.49,3127.29,Blue,294.55,524.49,0.857,1.007,N/A,N/A,N/A,
363,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.28,11.3,9.97,13.76,10.68,36.81,45401.91,27719.9,0,45401.91,393316779,30715,65535,69.28,600166.3,0.16,1427.77,Green,312.62,494.52,0.943,1,N/A,N/A,N/A,
364,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.86,9.36,8.07,10.87,8.49,30.26,44053.16,29935.12,0,29935.12,179431125,11752,65535,45.68,273794.35,0.36,2147.34,Blue,313.04,495.31,0.958,1,N/A,N/A,N/A,
365,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,108.18,11.74,9.97,16.25,9.98,40.83,40192.87,18811.06,0,40192.87,377330666,25314,49515,61.33,575769.69,0.22,2023.57,Green,288.75,491.67,0.831,1.016,N/A,N/A,N/A,
366,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,74.45,9.74,8.51,11.68,8.96,31.75,40674.56,22381.63,0,22381.63,144876313,10675,52908,34.15,221067.08,0.48,3097.69,Blue,288.48,491,0.943,1.005,N/A,N/A,N/A,
367,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.93,9.09,7.55,11.91,7.69,30.06,44488.72,20784.58,0,44488.72,253541223,28342,52883,67.89,386879.11,0.17,970.34,Green,297.93,481.85,0.918,1.007,N/A,N/A,N/A,
368,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,39.42,7.08,5.9,9.4,6.02,23.72,45497.73,22903.6,0,22903.6,78971627,15343,37680,34.95,120502.98,0.46,1588.9,Blue,298,481.41,0.899,1.007,N/A,N/A,N/A,
369,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,106,11.62,10.86,13.27,10.98,37.37,33785.77,14560.3,0,33785.77,310457409,21914,44263,51.55,473727.64,0.29,2669.49,Green,309.89,457.2,0.966,1.014,N/A,N/A,N/A,
370,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,71.23,9.52,8.74,11.6,8.97,31.12,35245.31,17151.9,0,17151.9,106084517,9337,35767,26.17,161874.6,0.59,3662.41,Blue,309.8,457.2,0.94,1.013,N/A,N/A,N/A,
371,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.2,10.17,8.49,12.72,8.71,33.65,31071.54,14747.63,0,31071.54,219955416,20112,43861,47.41,335630.45,0.33,2315.66,Green,267.76,448.15,0.917,1.01,N/A,N/A,N/A,
372,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,54.09,8.3,7.17,10.01,7.39,27.05,31371.62,17765.06,0,17765.06,83939922,9323,37145,27.11,128084.11,0.58,2724.02,Blue,267.25,448.18,0.947,1.014,N/A,N/A,N/A,
373,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,94.54,10.97,9.91,12.82,10.04,35.48,34172.87,19479.53,0,34172.87,279192379,22748,45273,52.14,426020.26,0.29,2331.79,Green,290.16,410.76,0.958,1,N/A,N/A,N/A,
374,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.25,8.9,7.8,10.63,7.88,28.91,35179.05,22785.11,0,22785.11,123518103,11786,53744,34.77,188476.54,0.47,2553.31,Blue,290.29,410.58,0.953,1.006,N/A,N/A,N/A,
375,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.16,10.53,10.69,11.62,10.78,34.48,33829.05,16691.87,0,33829.05,257202252,19983,45130,51.62,392465.48,0.29,2217.42,Green,312.78,440.05,0.942,1.015,N/A,N/A,N/A,
376,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.67,8.42,8.17,9.47,8.3,26.93,35377.35,19926.44,0,19926.44,96523682,11470,37660,30.41,147285.7,0.53,2555.07,Blue,312.41,439.82,0.982,1.006,N/A,N/A,N/A,
377,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.66,11.26,10.12,13.11,10.31,36.35,33667.49,16141.61,0,33667.49,291055416,20569,48026,51.37,444122.1,0.3,2550.8,Green,329.02,419.85,0.962,1.006,N/A,N/A,N/A,
378,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.58,9.81,8.67,11.38,9.05,31.72,34578.44,18369.08,0,18369.08,120960374,8877,38137,28.03,184573.7,0.57,3736.12,Blue,328.72,419.8,0.957,1.006,N/A,N/A,N/A,
379,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.44,11.25,10.31,13.03,10.59,36.36,33306.06,15418.04,0,33306.06,287031652,20556,42849,50.82,437982.23,0.3,2562.41,Green,365.27,421.06,0.955,1.006,N/A,N/A,N/A,
380,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,71.17,9.52,9.22,10.38,9.22,30.32,34228.74,17563.57,0,17563.57,109210299,9028,40627,26.8,166644.23,0.58,3631.07,Blue,365.79,420.87,0.989,1.012,N/A,N/A,N/A,
381,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.13,11.29,11.21,12.23,11.86,36.5,33419.92,17986.67,0,33419.92,289416508,21825,45937,51,441621.28,0.3,2560.68,Green,360.47,434.29,0.958,1.014,N/A,N/A,N/A,
382,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,69.66,9.42,8.04,11.05,8.92,30.61,32916.37,19315.12,0,19315.12,117455226,9531,56708,29.47,179225.19,0.55,3338.57,Blue,361,434.09,0.953,1,N/A,N/A,N/A,
383,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.06,11.29,11.08,12.15,11.77,36.33,26010.14,12006.47,0,26010.14,225247792,16996,37272,39.69,343706.1,0.4,3504.46,Green,394.12,433.22,0.967,1.017,N/A,N/A,N/A,
384,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.8,9.08,8.52,10.24,8.59,29,26457.43,14114.82,0,14114.82,79649942,7407,38181,21.54,121538.02,0.68,3852.59,Blue,393.81,433.17,0.984,1.006,N/A,N/A,N/A,
385,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.54,11.59,11.16,13.57,11.57,37.45,33676.36,15832,0,33676.36,307700934,15982,61079,51.39,469521.53,0.3,2777.54,Green,426.03,410.61,0.959,1.005,N/A,N/A,N/A,
386,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,71.87,9.57,9.26,10.38,9.54,30.42,35357.97,18892.54,0,18892.54,118701836,7486,43400,28.83,181127.39,0.56,3519.36,Blue,425.92,410.21,0.991,1.007,N/A,N/A,N/A,
387,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,110.13,11.84,10.37,14.63,10.39,39.26,36410.63,13878.31,0,36410.63,349287167,18848,47524,55.56,532978.05,0.26,2488.11,Green,413.21,406.61,0.911,1,N/A,N/A,N/A,
388,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.33,10.05,8.91,12.03,8.96,32.89,37564.01,16221.25,0,16221.25,111553502,7618,45594,24.75,170219.73,0.62,4284.13,Blue,413.31,406.5,0.935,1.008,N/A,N/A,N/A,
389,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,95.21,11.01,10.62,12.73,11.39,35.9,35804.13,19004.35,0,35804.13,297102643,21289,52603,54.63,453349.57,0.27,2244.58,Green,423.12,398.01,0.94,1.017,N/A,N/A,N/A,
390,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,74.68,9.75,9.59,10.71,9.73,31.26,34850.64,20113.95,0,20113.95,130398713,10124,46058,30.69,198975.68,0.53,3444.17,Blue,423.41,397.75,0.978,1.01,N/A,N/A,N/A,
391,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.89,10.15,8.27,12.9,8.36,33.75,44970.67,21552.36,0,44970.67,317537890,31290,61109,68.62,484531.76,0.17,1172.08,Green,270.28,366.67,0.909,1,N/A,N/A,N/A,
392,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,56.08,8.45,7.35,10.41,7.4,27.62,44588.26,24354.76,0,24354.76,119094791,13719,48351,37.16,181727,0.44,2149.3,Blue,270.26,366.73,0.938,1.014,N/A,N/A,N/A,
393,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.25,9.66,8.49,12.13,8.67,31.62,38482.08,19588.91,0,38482.08,246631646,22081,54815,58.72,376335.77,0.24,1517.18,Green,271.99,378.24,0.936,1.015,N/A,N/A,N/A,
394,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,51.06,8.06,7.36,9.65,7.59,26.23,38213.27,22137.24,0,22137.24,99196979,11697,59573,33.78,151364.89,0.49,2176,Blue,271.9,378.34,0.951,1.017,N/A,N/A,N/A,
395,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.93,10.64,9.32,13.11,10.37,34.98,37862.06,22593.7,0,37862.06,291462141,28980,46950,57.77,444742.72,0.24,1845.66,Green,292.06,380.07,0.93,1.001,N/A,N/A,N/A,
